Completed Date ; Description ; Paid Out (GBP) ; Paid In (GBP) ; Exchange Out; Exchange In; Balance (GBP); Category; Notes
14 Jan 2020 ; Restaurante La Ruta FX Rate £1 = €1.1678 ; 35.11 ;  ;  EUR 41.00 ;  ; 107.16; Restaurants; 
14 Jan 2020 ; Blue Cat Parking FX Rate £1 = €1.1685 ; 39.97 ;  ;  EUR 46.70 ;  ; 142.27; Transport; 
14 Jan 2020 ; Mgyk Lumiere FX Rate £1 = €1.1678 ; 7.28 ;  ;  EUR 8.50 ;  ; 182.24; Services; 
14 Jan 2020 ; Gym junkie FX Rate £1 = €1.1678 ; 5.14 ;  ;  EUR 6.00 ;  ; 189.52; Restaurants; 
14 Jan 2020 ; Gpv Benahavis FX Rate £1 = €1.1683 ; 28.77 ;  ;  EUR 33.61 ;  ; 194.66; Transport; 
14 Jan 2020 ; Zara Home FX Rate £1 = €1.1678 ; 33.27 ;  ;  EUR 38.85 ;  ; 223.43; Shopping; 
14 Jan 2020 ; Primor FX Rate £1 = €1.1678 ; 8.35 ;  ;  EUR 9.74 ;  ; 256.70; Health; 
14 Jan 2020 ; El Corte Ingles Marbel FX Rate £1 = €1.1678 ; 5.14 ;  ;  EUR 6.00 ;  ; 265.05; Shopping; 
12 Jan 2020 ; Zara FX Rate £1 = €1.1748 ; 149.72 ;  ;  EUR 175.90 ;  ; 270.19; Utilities; 
12 Jan 2020 ; Reebok Hybrid FX Rate £1 = €1.1762 ; 5.11 ;  ;  EUR 6.00 ;  ; 419.91; Health; 
12 Jan 2020 ; Reebok Hybrid FX Rate £1 = €1.1777 ; 5.10 ;  ;  EUR 6.00 ;  ; 425.02; Health; 
12 Jan 2020 ; Maskom Supermercados FX Rate £1 = €1.1775 ; 17.82 ;  ;  EUR 20.98 ;  ; 430.12; Groceries; 
12 Jan 2020 ; Gym junkie FX Rate £1 = €1.1784 ; 28.86 ;  ;  EUR 34.00 ;  ; 447.94; Restaurants; 
12 Jan 2020 ; Amazon FX Rate £1 = €1.1796 ; 22.92 ;  ;  EUR 27.03 ;  ; 476.80; Shopping; 
10 Jan 2020 ; El corte ingles FX Rate £1 = €1.1719 ; 3.63 ;  ;  EUR 4.25 ;  ; 499.72; Transport; 
10 Jan 2020 ; Organic Cold Pressed Juicery FX Rate £1 = €1.1733 ; 7.25 ;  ;  EUR 8.50 ;  ; 503.35; Restaurants; 
10 Jan 2020 ; Gpv Benahavis FX Rate £1 = €1.1735 ; 6.63 ;  ;  EUR 7.77 ;  ; 510.60; Transport; 
10 Jan 2020 ; Firstedition Sl FX Rate £1 = €1.1738 ; 18.32 ;  ;  EUR 21.50 ;  ; 517.23; Restaurants; 
10 Jan 2020 ; Firstedition Sl FX Rate £1 = €1.1734 ; 8.53 ;  ;  EUR 10.00 ;  ; 535.55; Restaurants; 
10 Jan 2020 ; Amazon FX Rate £1 = €1.1788 ; 20.36 ;  ;  EUR 24.00 ;  ; 544.08; Shopping; 
9 Jan 2020 ; Itunes  ; 13.99 ;  ;  ;  ; 564.44; Shopping; 
9 Jan 2020 ; Top-Up by *8018  ;  ; 300.00 ;  ;  ; 578.43; General; 
9 Jan 2020 ; Organic Cold Pressed Juicery FX Rate £1 = €1.1789 ; 43.26 ;  ;  EUR 51.00 ;  ; 278.43; Restaurants; 
9 Jan 2020 ; Reebok Hybrid FX Rate £1 = €1.1790 ; 5.09 ;  ;  EUR 6.00 ;  ; 321.69; Health; 
8 Jan 2020 ; Mini India Diana - Indian Restaurant Diana FX Rate £1 = €1.1782 ; 43.29 ;  ;  EUR 51.00 ;  ; 326.78; Restaurants; 
8 Jan 2020 ; Amazon FX Rate £1 = €1.1803 ; 41.42 ;  ;  EUR 48.88 ;  ; 370.07; Shopping; 
8 Jan 2020 ; Firstedition Sl FX Rate £1 = €1.1739 ; 28.11 ;  ;  EUR 33.00 ;  ; 411.49; Restaurants; 
8 Jan 2020 ; Daily S Brunch Cafe FX Rate £1 = €1.1762 ; 21.26 ;  ;  EUR 25.00 ;  ; 439.60; Restaurants; 
7 Jan 2020 ; Gpv Benahavis FX Rate £1 = €1.1764 ; 42.67 ;  ;  EUR 50.19 ;  ; 460.86; Transport; 
7 Jan 2020 ; Reebok Hybrid FX Rate £1 = €1.1754 ; 6.39 ;  ;  EUR 7.50 ;  ; 503.53; Health; 
7 Jan 2020 ; Gym junkie FX Rate £1 = €1.1738 ; 32.38 ;  ;  EUR 38.00 ;  ; 509.92; Restaurants; 
7 Jan 2020 ; Top-Up by *8018  ;  ; 300.00 ;  ;  ; 542.30; General; 
7 Jan 2020 ; La Casa de Enka - Malagadevacaciones FX Rate £1 = €1.1665 ; 48.01 ;  ;  EUR 56.00 ;  ; 242.30; Restaurants; 
6 Jan 2020 ; Gpv Benahavis FX Rate £1 = €1.1659 ; 63.98 ;  ;  EUR 74.59 ;  ; 290.31; Transport; 
6 Jan 2020 ; Amazon FX Rate £1 = €1.1711 ; 17.32 ;  ;  EUR 20.28 ;  ; 354.29; Shopping; 
6 Jan 2020 ; Amazon FX Rate £1 = €1.1713 ; 8.53 ;  ;  EUR 9.99 ;  ; 371.61; Shopping; 
6 Jan 2020 ; Amazon FX Rate £1 = €1.1659 ; 10.29 ;  ;  EUR 11.99 ;  ; 380.14; Shopping; 
6 Jan 2020 ; Urban Bistro-Bar FX Rate £1 = €1.1665 ; 51.44 ;  ;  EUR 60.00 ;  ; 390.43; Restaurants; 
6 Jan 2020 ; Yogazone FX Rate £1 = €1.1665 ; 98.59 ;  ;  EUR 115.00 ;  ; 441.87; Health; 
6 Jan 2020 ; Habitat Marbella FX Rate £1 = €1.1659 ; 272.65 ;  ;  EUR 317.90 ;  ; 540.46; Shopping; 
6 Jan 2020 ; Manuka Marbella FX Rate £1 = €1.1659 ; 54.89 ;  ;  EUR 64.00 ;  ; 813.11; Restaurants; 
5 Jan 2020 ; Amazon FX Rate £1 = €1.1712 ; 19.31 ;  ;  EUR 22.61 ;  ; 868.00; Shopping; 
5 Jan 2020 ; Restaurante La Ruta FX Rate £1 = €1.1802 ; 33.90 ;  ;  EUR 40.00 ;  ; 887.31; Restaurants; 
5 Jan 2020 ; Reebok Hybrid FX Rate £1 = €1.1748 ; 85.12 ;  ;  EUR 100.00 ;  ; 921.21; Health; 
5 Jan 2020 ; Gym junkie FX Rate £1 = €1.1737 ; 40.05 ;  ;  EUR 47.00 ;  ; 1,006.33; Restaurants; 
5 Jan 2020 ; Reebok Hybrid FX Rate £1 = €1.1733 ; 5.12 ;  ;  EUR 6.00 ;  ; 1,046.38; Health; 
4 Jan 2020 ; Top-Up by *8018  ;  ; 600.00 ;  ;  ; 1,051.50; General; 
3 Jan 2020 ; Top-Up by *8018  ;  ; 200.00 ;  ;  ; 451.50; General; 
3 Jan 2020 ; Itunes  ; 7.99 ;  ;  ;  ; 251.50; Shopping; 
3 Jan 2020 ; Top-Up by *8018  ;  ; 200.00 ;  ;  ; 259.49; General; 
3 Jan 2020 ; Supercor Expres Estepona FX Rate £1 = €1.1752 ; 24.20 ;  ;  EUR 28.44 ;  ; 59.49; Utilities; 
3 Jan 2020 ; Pekepie FX Rate £1 = €1.1793 ; 57.66 ;  ;  EUR 68.00 ;  ; 87.23; Shopping; 
